timestamp;hash_rate;btc_market_price_usd;transaction_fees_btc;mempool_size;transaction_fees_usd;avg_fee_per_tx_btc;avg_fee_per_tx_usd
2023-02-10 18:00:00;290487675.097576;21677.425000;23.658633;67132132.500000;512982.800787;0.000000;0.000000
2023-02-10 21:00:00;290976711.587640;21657.987500;23.124634;63205954.250000;500905.692018;0.000000;0.000000
2023-02-11 00:00:00;291465748.077703;21638.550000;22.590635;59279776.000000;488828.583248;0.000000;0.000000
2023-02-11 03:00:00;294275456.039991;21666.461250;22.118368;55353597.750000;479134.501037;0.000000;0.000000
2023-02-11 06:00:00;297085164.002279;21694.372500;21.646102;51427419.500000;469440.418825;0.000000;0.000000
2023-02-11 09:00:00;299894871.964566;21722.283750;21.173835;54861738.500000;459746.336614;0.000000;0.000000
2023-02-11 12:00:00;302704579.926854;21750.195000;20.701569;58296057.500000;450052.254403;0.000000;0.000000
2023-02-11 15:00:00;305514287.889142;21778.106250;20.229302;61730376.500000;440358.172191;0.000000;0.000000
2023-02-11 18:00:00;308323995.851430;21806.017500;19.757036;65164695.500000;430664.089980;0.000000;0.000000
2023-02-11 21:00:00;311133703.813718;21833.928750;19.284769;63148233.875000;420970.007769;0.000000;0.000000
2023-02-12 00:00:00;313943411.776006;21861.840000;18.812503;61131772.250000;411275.925557;0.000000;0.000000
2023-02-12 03:00:00;312656751.795130;21852.516250;19.493342;59115310.625000;425934.134929;0.000000;0.000000
2023-02-12 06:00:00;311370091.814255;21843.192500;20.174181;57098849.000000;440592.344300;0.000000;0.000000
2023-02-12 09:00:00;310083431.833380;21833.868750;20.855020;59046485.875000;455250.553671;0.000000;0.000000
2023-02-12 12:00:00;308796771.852505;21824.545000;21.535859;60994122.750000;469908.763043;0.000000;0.000000
2023-02-12 15:00:00;307510111.871629;21815.221250;22.216698;62941759.625000;484566.972414;0.000000;0.000000
2023-02-12 18:00:00;306223451.890754;21805.897500;22.897538;64889396.500000;499225.181785;0.000000;0.000000
2023-02-12 21:00:00;304936791.909879;21796.573750;23.578377;66721837.500000;513883.391157;0.000000;0.000000
2023-02-13 00:00:00;303650131.929004;21787.250000;24.259216;68554278.500000;528541.600528;0.000000;0.000000
2023-02-13 03:00:00;303163513.127835;21787.342500;24.453635;70386719.500000;532779.854464;0.000000;0.000000
2023-02-13 06:00:00;302676894.326667;21787.435000;24.648055;72219160.500000;537018.108400;0.000000;0.000000
2023-02-13 09:00:00;302190275.525499;21787.527500;24.842474;71302518.250000;541256.362335;0.000000;0.000000
2023-02-13 12:00:00;301703656.724331;21787.620000;25.036894;70385876.000000;545494.616271;0.000000;0.000000
2023-02-13 15:00:00;301217037.923162;21787.712500;25.231313;69469233.750000;549732.870207;0.000000;0.000000
2023-02-13 18:00:00;300730419.121994;21787.805000;25.425733;68552591.500000;553971.124143;0.000000;0.000000
2023-02-13 21:00:00;300243800.320826;21787.897500;25.620152;69313549.500000;558209.378079;0.000000;0.000000
2023-02-14 00:00:00;299757181.519657;21787.990000;25.814572;70074507.500000;562447.632015;0.000000;0.000000
2023-02-14 03:00:00;301946966.124915;21840.966250;27.006379;70835465.500000;590287.370918;0.000000;0.000000
2023-02-14 06:00:00;304136750.730172;21893.942500;28.198186;71596423.500000;618127.109821;0.000000;0.000000
2023-02-14 09:00:00;306326535.335429;21946.918750;29.389993;70631982.125000;645966.848724;0.000000;0.000000
2023-02-14 12:00:00;308516319.940686;21999.895000;30.581800;69667540.750000;673806.587627;0.000000;0.000000
2023-02-14 15:00:00;310706104.545944;22052.871250;31.773607;68703099.375000;701646.326531;0.000000;0.000000
2023-02-14 18:00:00;312895889.151201;22105.847500;32.965414;67738658.000000;729486.065434;0.000000;0.000000
2023-02-14 21:00:00;315085673.756458;22158.823750;34.157221;65587571.875000;757325.804337;0.000000;0.000000
2023-02-15 00:00:00;317275458.361715;22211.800000;35.349028;63436485.750000;785165.543240;0.000000;0.000000
2023-02-15 03:00:00;321168408.771062;22477.916250;34.839241;61285399.625000;782163.902765;0.000000;0.000000
