draw_idx,btc_price,converged,total_miners,active_miners,pct_active,total_hash_rate,pool_hash_rate,pct_solo,pct_pool,pct_offline
156,73062.6924452115,True,500,500,1.0,472252.0,0.0,1.0,0.0,0.0
157,63648.15003237572,True,500,500,1.0,487641.0,0.0,1.0,0.0,0.0
158,87430.97459994057,True,500,500,1.0,465935.0,0.0,1.0,0.0,0.0
159,126354.38946801322,True,500,500,1.0,478818.0,0.0,1.0,0.0,0.0
160,73178.93430806776,True,500,500,1.0,491692.0,0.0,1.0,0.0,0.0
161,120755.84077689715,True,500,500,1.0,499384.0,0.0,1.0,0.0,0.0
162,92323.50530781447,True,500,500,1.0,467982.0,0.0,1.0,0.0,0.0
163,93137.98665893824,True,500,500,1.0,487162.0,0.0,1.0,0.0,0.0
164,147033.49751438867,True,500,500,1.0,504606.0,0.0,1.0,0.0,0.0
165,75002.24218271309,True,500,500,1.0,503851.0,0.0,1.0,0.0,0.0
166,164491.79009367936,True,500,500,1.0,499213.0,0.0,1.0,0.0,0.0
167,157603.8058513546,True,500,500,1.0,487856.0,0.0,1.0,0.0,0.0
168,148947.21470840965,True,500,500,1.0,488501.0,0.0,1.0,0.0,0.0
169,110855.14401671766,True,500,500,1.0,472628.0,0.0,1.0,0.0,0.0
170,122517.7378885561,True,500,500,1.0,512451.0,0.0,1.0,0.0,0.0
171,132536.0361534023,True,500,500,1.0,500583.0,0.0,1.0,0.0,0.0
172,61442.77570636741,True,500,500,1.0,470439.0,0.0,1.0,0.0,0.0
173,104102.7973053184,True,500,500,1.0,486135.0,0.0,1.0,0.0,0.0
174,116609.17412608527,True,500,500,1.0,469334.0,0.0,1.0,0.0,0.0
175,85588.69571037803,True,500,500,1.0,492353.0,0.0,1.0,0.0,0.0
176,99591.1104515432,True,500,500,1.0,497907.0,0.0,1.0,0.0,0.0
177,51950.88251545683,True,500,500,1.0,495691.0,0.0,1.0,0.0,0.0
178,147339.3829735802,True,500,500,1.0,470107.0,0.0,1.0,0.0,0.0
179,103487.43878095812,True,500,500,1.0,470019.0,0.0,1.0,0.0,0.0
180,107478.59128278458,True,500,500,1.0,499596.0,0.0,1.0,0.0,0.0
181,75000.22498442717,True,500,500,1.0,468069.0,0.0,1.0,0.0,0.0
182,80289.83719246485,True,500,500,1.0,483080.0,0.0,1.0,0.0,0.0
183,202021.0930819661,True,500,500,1.0,478348.0,0.0,1.0,0.0,0.0
184,213768.40309206166,True,500,500,1.0,466441.0,0.0,1.0,0.0,0.0
185,106102.82081894997,True,500,500,1.0,468753.0,0.0,1.0,0.0,0.0
186,168196.3386494873,True,500,500,1.0,476118.0,0.0,1.0,0.0,0.0
187,66050.54382778885,True,500,500,1.0,488614.0,0.0,1.0,0.0,0.0
188,147974.7601472674,True,500,500,1.0,506443.0,0.0,1.0,0.0,0.0
189,106994.81328038951,True,500,500,1.0,483089.0,0.0,1.0,0.0,0.0
190,206406.31932005248,True,500,500,1.0,482606.0,0.0,1.0,0.0,0.0
191,188202.47022839467,True,500,500,1.0,458532.0,0.0,1.0,0.0,0.0
192,34186.06438164106,True,500,500,1.0,477537.0,0.0,1.0,0.0,0.0
193,55342.32418556303,True,500,500,1.0,522362.0,0.0,1.0,0.0,0.0
194,191650.16897919145,True,500,500,1.0,504338.0,0.0,1.0,0.0,0.0
195,159889.8697938002,True,500,500,1.0,495437.0,0.0,1.0,0.0,0.0
196,80576.16034183885,True,500,500,1.0,473051.0,0.0,1.0,0.0,0.0
197,85538.27867890794,True,500,500,1.0,487003.0,0.0,1.0,0.0,0.0
198,192123.65438356053,True,500,500,1.0,472670.0,0.0,1.0,0.0,0.0
199,130734.30026077022,True,500,500,1.0,493539.0,0.0,1.0,0.0,0.0
200,206697.75341492545,True,500,500,1.0,471557.0,0.0,1.0,0.0,0.0
201,68543.41291057701,True,500,500,1.0,491364.0,0.0,1.0,0.0,0.0
202,65982.9362924465,True,500,500,1.0,472601.0,0.0,1.0,0.0,0.0
203,79854.20702475737,True,500,500,1.0,479499.0,0.0,1.0,0.0,0.0
204,52952.122145321235,True,500,500,1.0,484736.0,0.0,1.0,0.0,0.0
205,83387.04000990343,True,500,500,1.0,456609.0,0.0,1.0,0.0,0.0
206,123586.6487087294,True,500,500,1.0,485965.0,0.0,1.0,0.0,0.0
207,187040.6142959919,True,500,500,1.0,475577.0,0.0,1.0,0.0,0.0
208,295091.4595347654,True,500,500,1.0,471488.0,0.0,1.0,0.0,0.0
209,98552.28168558338,True,500,500,1.0,504442.0,0.0,1.0,0.0,0.0
210,55878.603565054975,True,500,500,1.0,473448.0,0.0,1.0,0.0,0.0
211,107287.87672857227,True,500,500,1.0,472765.0,0.0,1.0,0.0,0.0
212,81448.34523890034,True,500,500,1.0,466618.0,0.0,1.0,0.0,0.0
213,139357.70506960567,True,500,500,1.0,489697.0,0.0,1.0,0.0,0.0
214,71174.01947471386,True,500,500,1.0,476150.0,0.0,1.0,0.0,0.0
215,125091.85668974,True,500,500,1.0,476225.0,0.0,1.0,0.0,0.0
216,229316.43639109246,True,500,500,1.0,515727.0,0.0,1.0,0.0,0.0
217,156522.6461124495,True,500,500,1.0,488478.0,0.0,1.0,0.0,0.0
218,196207.86434154658,True,500,500,1.0,484746.0,0.0,1.0,0.0,0.0
219,187822.18037060334,True,500,500,1.0,492473.0,0.0,1.0,0.0,0.0
220,100423.56146497367,True,500,500,1.0,475252.0,0.0,1.0,0.0,0.0
221,69453.9438238982,True,500,500,1.0,464841.0,0.0,1.0,0.0,0.0
222,243333.17746234685,True,500,500,1.0,476589.0,0.0,1.0,0.0,0.0
223,192690.00315197877,True,500,500,1.0,499692.0,0.0,1.0,0.0,0.0
224,96460.30993865705,True,500,500,1.0,512730.0,0.0,1.0,0.0,0.0
225,125226.82135199528,True,500,500,1.0,486610.0,0.0,1.0,0.0,0.0
226,63640.5895470545,True,500,500,1.0,471536.0,0.0,1.0,0.0,0.0
227,106199.39673795833,True,500,500,1.0,461510.0,0.0,1.0,0.0,0.0
228,78136.35671966904,True,500,500,1.0,465749.0,0.0,1.0,0.0,0.0
229,113004.44576823532,True,500,500,1.0,450070.0,0.0,1.0,0.0,0.0
230,104986.7188370402,True,500,500,1.0,472118.0,0.0,1.0,0.0,0.0
231,67606.39239735393,True,500,500,1.0,464924.0,0.0,1.0,0.0,0.0
232,72773.65176635851,True,500,500,1.0,478715.0,0.0,1.0,0.0,0.0
233,113674.52229550085,True,500,500,1.0,465963.0,0.0,1.0,0.0,0.0
234,141188.45143734937,True,500,500,1.0,485625.0,0.0,1.0,0.0,0.0
235,91962.6173820958,True,500,500,1.0,449136.0,0.0,1.0,0.0,0.0
236,112360.36451939557,True,500,500,1.0,487404.0,0.0,1.0,0.0,0.0
237,132733.7962091112,True,500,500,1.0,483009.0,0.0,1.0,0.0,0.0
238,104271.92574730588,True,500,500,1.0,491326.0,0.0,1.0,0.0,0.0
239,97133.6606654968,True,500,500,1.0,475616.0,0.0,1.0,0.0,0.0
240,112045.94087942538,True,500,500,1.0,488595.0,0.0,1.0,0.0,0.0
241,89853.9182632504,True,500,500,1.0,496307.0,0.0,1.0,0.0,0.0
242,106137.13904614878,True,500,500,1.0,477955.0,0.0,1.0,0.0,0.0
243,145415.1019406984,True,500,500,1.0,468461.0,0.0,1.0,0.0,0.0
244,48419.92244401334,True,500,500,1.0,498628.0,0.0,1.0,0.0,0.0
245,133396.93262051165,True,500,500,1.0,490024.0,0.0,1.0,0.0,0.0
246,123801.13067640617,True,500,500,1.0,488802.0,0.0,1.0,0.0,0.0
247,236753.83030230287,True,500,500,1.0,484781.0,0.0,1.0,0.0,0.0
248,148822.51820018434,True,500,500,1.0,432465.0,0.0,1.0,0.0,0.0
249,277549.843849642,True,500,500,1.0,497926.0,0.0,1.0,0.0,0.0
250,177505.69575902144,True,500,500,1.0,460394.0,0.0,1.0,0.0,0.0
251,124677.43307198485,True,500,500,1.0,464289.0,0.0,1.0,0.0,0.0
252,107024.80528394008,True,500,500,1.0,469120.0,0.0,1.0,0.0,0.0
253,65499.115165237425,True,500,500,1.0,505349.0,0.0,1.0,0.0,0.0
254,151725.58204604484,True,500,500,1.0,470481.0,0.0,1.0,0.0,0.0
255,129760.62285572471,True,500,500,1.0,461927.0,0.0,1.0,0.0,0.0
256,86319.59651455694,True,500,500,1.0,484893.0,0.0,1.0,0.0,0.0
257,239113.3230539612,True,500,500,1.0,470726.0,0.0,1.0,0.0,0.0
258,49608.41359775182,True,500,500,1.0,468706.0,0.0,1.0,0.0,0.0
259,78129.71197223126,True,500,500,1.0,462884.0,0.0,1.0,0.0,0.0
260,91516.85764750282,True,500,500,1.0,472419.0,0.0,1.0,0.0,0.0
261,98407.82270553157,True,500,500,1.0,462583.0,0.0,1.0,0.0,0.0
262,192366.21040471143,True,500,500,1.0,469462.0,0.0,1.0,0.0,0.0
263,136691.08384274092,True,500,500,1.0,493393.0,0.0,1.0,0.0,0.0
264,137488.6550546308,True,500,500,1.0,477869.0,0.0,1.0,0.0,0.0
265,108657.77257067956,True,500,500,1.0,503998.0,0.0,1.0,0.0,0.0
266,298063.8384325059,True,500,500,1.0,490047.0,0.0,1.0,0.0,0.0
267,99201.48505395366,True,500,500,1.0,469152.0,0.0,1.0,0.0,0.0
268,205670.60634298855,True,500,500,1.0,459861.0,0.0,1.0,0.0,0.0
269,163850.30103172926,True,500,500,1.0,471528.0,0.0,1.0,0.0,0.0
270,329628.7936451627,True,500,500,1.0,472783.0,0.0,1.0,0.0,0.0
271,93495.91923631825,True,500,500,1.0,491711.0,0.0,1.0,0.0,0.0
272,143521.4365770725,True,500,500,1.0,488233.0,0.0,1.0,0.0,0.0
273,79800.12454433477,True,500,500,1.0,487614.0,0.0,1.0,0.0,0.0
274,121224.68040835102,True,500,500,1.0,480197.0,0.0,1.0,0.0,0.0
275,48999.75176063444,True,500,500,1.0,505822.0,0.0,1.0,0.0,0.0
276,135095.7977977238,True,500,500,1.0,474659.0,0.0,1.0,0.0,0.0
277,73366.58458878538,True,500,500,1.0,482058.0,0.0,1.0,0.0,0.0
278,115341.73770072359,True,500,500,1.0,493722.0,0.0,1.0,0.0,0.0
279,146855.4578278085,True,500,500,1.0,471321.0,0.0,1.0,0.0,0.0
280,173784.08267824768,True,500,500,1.0,489438.0,0.0,1.0,0.0,0.0
281,278894.45725747367,True,500,500,1.0,488110.0,0.0,1.0,0.0,0.0
282,79624.61375006317,True,500,500,1.0,490319.0,0.0,1.0,0.0,0.0
283,91349.81838221733,True,500,500,1.0,496098.0,0.0,1.0,0.0,0.0
284,77246.64408538582,True,500,500,1.0,480318.0,0.0,1.0,0.0,0.0
285,135238.08786224452,True,500,500,1.0,499786.0,0.0,1.0,0.0,0.0
286,60983.01511313286,True,500,500,1.0,473178.0,0.0,1.0,0.0,0.0
287,97061.77857228174,True,500,500,1.0,474768.0,0.0,1.0,0.0,0.0
288,105012.4459489659,True,500,500,1.0,483104.0,0.0,1.0,0.0,0.0
289,75049.02425900847,True,500,500,1.0,508185.0,0.0,1.0,0.0,0.0
290,48629.30989059929,True,500,500,1.0,475685.0,0.0,1.0,0.0,0.0
291,48453.390537175896,True,500,500,1.0,493534.0,0.0,1.0,0.0,0.0
292,98014.94639119587,True,500,500,1.0,463228.0,0.0,1.0,0.0,0.0
293,61890.53889287451,True,500,500,1.0,477329.0,0.0,1.0,0.0,0.0
294,46775.93162537091,True,500,500,1.0,478104.0,0.0,1.0,0.0,0.0
295,129385.34029410237,True,500,500,1.0,453882.0,0.0,1.0,0.0,0.0
296,78149.27838150144,True,500,500,1.0,495674.0,0.0,1.0,0.0,0.0
297,93801.3895686103,True,500,500,1.0,499851.0,0.0,1.0,0.0,0.0
298,171598.39954720615,True,500,500,1.0,499795.0,0.0,1.0,0.0,0.0
299,149538.23897536358,True,500,500,1.0,492377.0,0.0,1.0,0.0,0.0
300,136213.11735618988,True,500,500,1.0,487779.0,0.0,1.0,0.0,0.0
301,43695.552887900965,True,500,500,1.0,482999.0,0.0,1.0,0.0,0.0
302,148462.48170552068,True,500,500,1.0,459632.0,0.0,1.0,0.0,0.0
303,71807.12994410757,True,500,500,1.0,479569.0,0.0,1.0,0.0,0.0
304,87352.50501659524,True,500,500,1.0,464356.0,0.0,1.0,0.0,0.0
305,110971.32505832298,True,500,500,1.0,483056.0,0.0,1.0,0.0,0.0
306,131940.14762825696,True,500,500,1.0,483655.0,0.0,1.0,0.0,0.0
307,91400.42000455466,True,500,500,1.0,452371.0,0.0,1.0,0.0,0.0
308,209838.7396984897,True,500,500,1.0,500517.0,0.0,1.0,0.0,0.0
309,118070.10676795761,True,500,500,1.0,491957.0,0.0,1.0,0.0,0.0
310,151879.27617855748,True,500,500,1.0,490171.0,0.0,1.0,0.0,0.0
311,102331.98707547084,True,500,500,1.0,476670.0,0.0,1.0,0.0,0.0
312,109581.9487750934,True,500,500,1.0,481437.0,0.0,1.0,0.0,0.0
313,80197.24667795908,True,500,500,1.0,478782.0,0.0,1.0,0.0,0.0
314,107697.66118897212,True,500,500,1.0,466421.0,0.0,1.0,0.0,0.0
315,105153.90120385273,True,500,500,1.0,483013.0,0.0,1.0,0.0,0.0
316,144587.25365365596,True,500,500,1.0,487288.0,0.0,1.0,0.0,0.0
317,128363.38619968406,True,500,500,1.0,480291.0,0.0,1.0,0.0,0.0
318,96312.0604015054,True,500,500,1.0,473094.0,0.0,1.0,0.0,0.0
319,88393.0475831213,True,500,500,1.0,464354.0,0.0,1.0,0.0,0.0
320,94462.11759548319,True,500,500,1.0,500548.0,0.0,1.0,0.0,0.0
321,67532.5509505064,True,500,500,1.0,485408.0,0.0,1.0,0.0,0.0
322,67542.15919767908,True,500,500,1.0,459895.0,0.0,1.0,0.0,0.0
323,109538.7548285062,True,500,500,1.0,513465.0,0.0,1.0,0.0,0.0
324,110721.82352302941,True,500,500,1.0,462424.0,0.0,1.0,0.0,0.0
325,142968.9881987944,True,500,500,1.0,456288.0,0.0,1.0,0.0,0.0
326,38568.9084495395,True,500,500,1.0,488182.0,0.0,1.0,0.0,0.0
327,53653.812364727644,True,500,500,1.0,470110.0,0.0,1.0,0.0,0.0
328,145465.06515977398,True,500,500,1.0,501433.0,0.0,1.0,0.0,0.0
329,152526.89835921934,True,500,500,1.0,460476.0,0.0,1.0,0.0,0.0
330,118278.05131294685,True,500,500,1.0,481661.0,0.0,1.0,0.0,0.0
331,90303.71444027692,True,500,500,1.0,467555.0,0.0,1.0,0.0,0.0
332,108027.2758934753,True,500,500,1.0,489325.0,0.0,1.0,0.0,0.0
333,186766.81443549675,True,500,500,1.0,494875.0,0.0,1.0,0.0,0.0
334,120505.19959472545,True,500,500,1.0,469346.0,0.0,1.0,0.0,0.0
