draw_idx,btc_price,converged,total_miners,active_miners,pct_active,total_hash_rate,pool_hash_rate,pct_solo,pct_pool,pct_offline,pool_size
0,200000,True,500,500,1.0,493136.0,0.0,1.0,0.0,0.0,50000000
1,200000,True,500,500,1.0,469900.0,0.0,1.0,0.0,0.0,50000000
0,200000,True,500,500,1.0,471977.0,0.0,1.0,0.0,0.0,100000000
1,200000,True,500,500,1.0,463434.0,0.0,1.0,0.0,0.0,100000000
0,200000,True,500,500,1.0,481954.0,0.0,1.0,0.0,0.0,200000000
1,200000,True,500,500,1.0,482362.0,0.0,1.0,0.0,0.0,200000000
