draw_idx,btc_price,converged,total_miners,active_miners,pct_active,total_hash_rate,pool_hash_rate,pct_solo,pct_pool,pct_offline,pool_size
0,120000,True,500,500,1.0,495021.0,0.0,1.0,0.0,0.0,50000000
1,120000,True,500,500,1.0,462480.0,0.0,1.0,0.0,0.0,50000000
0,120000,True,500,500,1.0,462715.0,0.0,1.0,0.0,0.0,100000000
1,120000,True,500,500,1.0,509014.0,0.0,1.0,0.0,0.0,100000000
0,120000,True,500,500,1.0,495586.0,0.0,1.0,0.0,0.0,200000000
1,120000,True,500,500,1.0,436457.0,0.0,1.0,0.0,0.0,200000000
